invoice_no,buyer_gstin,period,auto_tax,auto_value
INV-5120,21WQDBL3205J1ZO,2025-01,162327.06,901817
INV-5121,28PDYEO0579V1ZP,2025-01,158237.46,879097
INV-5122,02QGMCY4236X1ZW,2025-01,72033.84,400188
INV-5123,34BBHYY0751Q1ZV,2025-01,173876.94,965983
INV-5124,05DFRAS8941C1ZH,2025-01,103405.68,574476
INV-5125,16SJUSB4414M1ZL,2025-01,104370.84,579838
INV-5126,17QLZGB8883V1ZK,2025-01,77573.52,430964
INV-5127,14RSRBQ5242U1ZW,2025-01,21425.76,119032
INV-5128,25KURZB7288O1ZH,2025-01,63465.66,352587
INV-5129,37OBSNY5715M1ZC,2025-01,12839.04,71328
INV-5130,05YRTKV2705L1ZB,2025-01,120221.25,796512
INV-5131,07LGOAT9126C1ZA,2025-01,128960.1,716445
INV-5132,06BPXFP1906M1ZV,2025-01,75082.86,417127
INV-5133,02GUREW9408C1ZK,2025-01,96639.12,536884
INV-5134,16NUPSH6521C1ZF,2025-01,100780.38,559891
INV-5135,22DRBDW4138T1ZF,2025-01,61004.7,338915
INV-5136,06NPGQR6655T1ZB,2025-01,140856.66,782537
INV-5137,34ZKYZD2028N1ZW,2025-01,54982.08,305456
INV-5138,26JOBAE4475D1ZQ,2025-01,148089.6,822720
INV-5139,16SJUSB4414M1ZL,2025-01,138492,769400
INV-5140,13ZDZMG6295Y1ZJ,2025-01,126088.38,700491
INV-5141,34UMONK6196O1ZK,2025-01,28395.72,157754
INV-5142,29LGJZJ9602D1ZO,2025-01,35593.74,197743
INV-5143,31NYLVV9060W1ZO,2025-01,5028.84,27938
INV-5144,34MOXDD4553Y1ZO,2025-01,9569.58,57680
INV-5145,14JCJWE2293F1ZP,2025-01,49539.96,275222
INV-5146,08SGMYQ9249Y1ZY,2025-01,23084.1,128245
INV-5147,28ZJAFJ0381V1ZA,2025-01,178777.44,993208
INV-5148,34QBFQT5133V1ZZ,2025-01,88485.24,605960
INV-5149,32DZPGE5509D1ZO,2025-01,18795.78,104421
INV-5150,14JCJWE2293F1ZP,2025-01,86076.54,478203
INV-5151,20NKKQO9338S1ZN,2025-01,78477.3,435985
INV-5152,17FCAJZ6575Y1ZF,2025-01,117493.38,652741
INV-5153,04HUQBR0328V1ZL,2025-01,101238.84,562438
INV-5154,20JPFRF1837S1ZH,2025-01,98755.2,548640
INV-5155,01ROKEJ7672R1ZE,2025-01,140593.68,781076
INV-5156,06HRQCY2381B1ZH,2025-01,43198.92,239994
INV-5157,33BHVEY8550D1ZZ,2025-01,5751.54,31953
INV-5158,20BKPAH2123A1ZP,2025-01,135096.48,750536
INV-5159,22CJJIG0419C1ZR,2025-01,64006.38,374731
INV-5160,20JPFRF1837S1ZH,2025-01,103578.3,575435
INV-5161,07FVWTL8060W1ZK,2025-01,71159.15,425267
INV-5162,37YCGOK5673O1ZJ,2025-01,2526.3,14035
INV-5163,23FGCUW4619F1ZZ,2025-01,63450.72,352504
INV-5164,05KLOVQ6103K1ZR,2025-01,169082.64,939348
INV-5165,37KQMQH9486J1ZO,2025-01,105577.56,586542
INV-5166,32OCCUV3807R1ZG,2025-01,106203.6,590020
INV-5167,24MGTTV4896N1ZI,2025-01,80681.58,448231
INV-5168,09EACEA6346S1ZI,2025-01,148709.16,826162
INV-5169,34UMONK6196O1ZK,2025-01,13586.58,75481
INV-5170,36LJHUT2399Y1ZG,2025-01,94982.66,569920
INV-5171,36AYVGE7330E1ZS,2025-01,157067.1,872595
INV-5172,31UPTFL7002D1ZC,2025-01,178003.98,988911
INV-5173,06BKSMK4513C1ZO,2025-01,35266.14,195923
INV-5174,06NJYOU5080M1ZL,2025-01,159387.22,934858
INV-5175,07EJJFF1911E1ZP,2025-01,74534.94,414083
INV-5176,13UORYV7784C1ZD,2025-01,40274.64,223748
INV-5177,12IBLFU5177E1ZT,2025-01,78714.72,437304
INV-5178,28CCFTO6234V1ZS,2025-01,121652.1,675845
INV-5179,11ARWIM9524W1ZR,2025-01,104161.5,578675
INV-5180,01YAOQS0373X1ZX,2025-01,87654.78,486971
INV-5181,31UPTFL7002D1ZC,2025-01,106014.78,588971
INV-5182,24AAMJP9075Y1ZY,2025-01,22308.84,123938
INV-5183,27GCAOZ3676Y1ZA,2025-01,37637.1,209095
INV-5184,37REJJA6891P1ZD,2025-01,151115.4,839530
INV-5185,13IPZDV7275I1ZY,2025-01,44382.24,246568
INV-5186,04PTYFF6110A1ZN,2025-01,128829.42,715719
INV-5187,28RGIRK8590U1ZF,2025-01,115630.82,776603
INV-5188,24EZMCL6014S1ZD,2025-01,37063.8,205910
INV-5189,18FZLKA1555K1ZD,2025-01,139266.18,773701
INV-5190,17SOXYX6228N1ZZ,2025-01,63210.78,351171
INV-5191,30GDERV6083C1ZW,2025-01,170848.8,949160
INV-5192,10NKQVR0678B1ZH,2025-01,17286.02,109585
INV-5193,12MCGFN0921W1ZF,2025-01,144399.06,802217
INV-5194,24GJXEK3626W1ZD,2025-01,157611.96,875622
INV-5195,24PSBFH0212U1ZL,2025-01,121615.2,675640
INV-5196,19AHHWB2275Z1ZG,2025-01,163421.28,907896
INV-5197,19WAOCZ2954E1ZQ,2025-01,48488.04,269378
INV-5198,10GQLRX4250L1ZS,2025-01,89960.04,499778
INV-5199,14SSTGC0329T1ZV,2025-01,79137.9,439655
INV-5200,15QYSPP2554L1ZZ,2025-01,96769.62,537609
INV-5201,32OCCUV3807R1ZG,2025-01,113804.28,632246
INV-5202,22RUMRN5458J1ZF,2025-01,102445.74,569143
INV-5203,32BXFNY1950C1ZG,2025-01,132557.58,736431
INV-5204,05AXRYV4637N1ZL,2025-01,95695.92,531644
INV-5205,30JDJPG8039X1ZC,2025-01,4939.92,27444
INV-5206,33JMOJG1572Q1ZA,2025-01,72931.86,405177
INV-5207,27UAZGL2560P1ZE,2025-01,156942.54,871903
INV-5208,26NQNKS0562J1ZC,2025-01,119289.06,810817
INV-5209,27QHEMO9182P1ZB,2025-01,68596.74,381093
INV-5210,01OMLEB9484C1ZS,2025-01,27915.66,155087
INV-5211,30BVMNQ5720L1ZH,2025-01,56630.75,333011
INV-5212,17FCAJZ6575Y1ZF,2025-01,108535.32,602974
INV-5213,25EGGDE2273H1ZX,2025-01,43987.14,244373
INV-5214,20AZFIU9895S1ZS,2025-01,83932.74,466293
INV-5215,14RSRBQ5242U1ZW,2025-01,145999.44,811108
INV-5216,13ZDZMG6295Y1ZJ,2025-01,169138.98,939661
INV-5217,20AQFJI6157Y1ZI,2025-01,110110.63,647355
INV-5218,08ITQSA3261T1ZU,2025-01,120218.04,667878
INV-5219,10LHQLF8276N1ZW,2025-01,118319.4,657330
INV-5220,33KIOSS1900E1ZP,2025-01,59274.72,329304
INV-5221,25EBYZI9874U1ZF,2025-01,110156.58,611981
INV-5222,23ICNHB0945Q1ZK,2025-01,5875.56,32642
INV-5223,12FVFEU8899O1ZU,2025-01,149368.5,829825
INV-5224,01NKASN2564F1ZD,2025-01,131278.32,729324
INV-5225,14OZMJY4556X1ZV,2025-01,100808.3,596311
INV-5226,10MAKDX6534I1ZR,2025-01,162346.86,901927
INV-5227,30GDERV6083C1ZW,2025-01,53855.28,299196
INV-5228,28RGIRK8590U1ZF,2025-01,38329.56,212942
INV-5229,37REJJA6891P1ZD,2025-01,161661.96,898122
INV-5230,29VCWVD9094X1ZM,2025-01,89007.66,494487
INV-5231,30WTALU8473O1ZW,2025-01,88307.82,490599
INV-5232,26NZCQC9327O1ZU,2025-01,66607.38,370041
INV-5233,19GBHOT1335A1ZF,2025-01,111559.14,619773
INV-5234,13UZHER1153N1ZI,2025-01,21961.08,122006
INV-5235,06NPGQR6655T1ZB,2025-01,112078.98,622661
INV-5236,19WAOCZ2954E1ZQ,2025-01,56538.54,314103
INV-5237,12IAABK5637I1ZG,2025-01,115976.16,644312
INV-5238,16NUPSH6521C1ZF,2025-01,98959.5,549775
INV-5239,21VUFAI2298K1ZG,2025-01,63456.3,352535
INV-5240,15XPDOA9047B1ZN,2025-01,169334.46,940747
INV-5241,34ZKYZD2028N1ZW,2025-01,28137.42,156319
INV-5242,01YAOQS0373X1ZX,2025-01,77337.9,429655
INV-5243,17BQZRF3950I1ZH,2025-01,171996.12,955534
INV-5244,22NHTSP5266K1ZX,2025-01,104545.26,580807
INV-5245,11PGISE1309T1ZV,2025-01,159129.9,884055
INV-5246,25RPIWK6623K1ZJ,2025-01,21499.92,119444
INV-5247,05GFPYJ6220G1ZK,2025-01,167377.14,929873
INV-5248,12FVFEU8899O1ZU,2025-01,37652.58,209181
INV-5249,32GXBQV0319F1ZX,2025-01,64062.72,355904
INV-5250,22RNPYX5984U1ZN,2025-01,155588.94,864383
INV-5251,29KMIDW3933Y1ZL,2025-01,118604.7,658915
INV-5252,26RRSRZ2430W1ZS,2025-01,51234.12,284634
INV-5253,21PPPJV6872T1ZS,2025-01,80316.18,446201
INV-5254,17BTNTM7515T1ZB,2025-01,176473.62,980409
INV-5255,24GJXEK3626W1ZD,2025-01,174537.9,969655
INV-5256,08AHFTR8040G1ZH,2025-01,41974.74,233193
INV-5257,14FTVBC8134I1ZV,2025-01,137733.84,765188
INV-5258,28KWWFQ6073J1ZQ,2025-01,77919.66,432887
INV-5259,04MXBHA0165G1ZF,2025-01,165900.96,921672
INV-5260,30TCRFK9917X1ZR,2025-01,40172.58,223181
INV-5261,05GMCIH9139D1ZK,2025-01,69263.82,384799
INV-5262,37YCGOK5673O1ZJ,2025-01,91369.68,595061
INV-5263,10JFUTH4535V1ZH,2025-01,37959.84,210888
INV-5264,12OOTTO6741Z1ZF,2025-01,161226.18,895701
INV-5265,11ZVDLZ4968I1ZK,2025-01,109286.1,607145
INV-5266,22OGRCY5454R1ZD,2025-01,92368.98,513161
INV-5267,21WZGJW4349M1ZM,2025-01,101988.72,566604
INV-5268,18JKQUG9503W1ZL,2025-01,167552.1,930845
INV-5269,33CEPRG1825T1ZC,2025-01,6892.54,42747
INV-5270,31XBJCK7866O1ZT,2025-01,40312.08,223956
INV-5271,04MXBHA0165G1ZF,2025-01,131642.82,731349
INV-5272,10EQXIY0809Y1ZS,2025-01,53021.88,294566
INV-5273,28PDYEO0579V1ZP,2025-01,49375.62,274309
INV-5274,17FCAJZ6575Y1ZF,2025-01,178868.34,993713
INV-5275,28ZJAFJ0381V1ZA,2025-01,48676.61,297581
INV-5276,27UAZGL2560P1ZE,2025-01,81438.3,452435
INV-5277,02GUREW9408C1ZK,2025-01,77461.38,430341
INV-5278,32ZQMEU1749R1ZU,2025-01,179218.62,995659
INV-5279,05QMSQD0091H1ZR,2025-01,150416.28,835646
INV-5280,25EGGDE2273H1ZX,2025-01,173587.14,964373
INV-5281,13WYNFU5666L1ZH,2025-01,84127.68,467376
INV-5282,07LVITY3702O1ZP,2025-01,177791.94,987733
INV-5283,21WQDBL3205J1ZO,2025-01,31677.72,203186
INV-5284,31JIXWO2175M1ZH,2025-01,3293.64,18298
INV-5285,19HPLRJ0839I1ZU,2025-01,177684.48,987136
INV-5286,09EACEA6346S1ZI,2025-01,57459.6,319220
INV-5287,01ZYWEM2403M1ZI,2025-01,47837.95,281182
INV-5288,04WDZIZ8918F1ZY,2025-01,171813.96,954522
INV-5289,32BXFNY1950C1ZG,2025-01,56266.38,312591
INV-5290,25EGGDE2273H1ZX,2025-01,72081.54,400453
INV-5291,35VOSZO7794O1ZS,2025-01,84294.72,468304
INV-5292,37YCGOK5673O1ZJ,2025-01,161874,899300
INV-5293,12UNDFD7053Z1ZR,2025-01,60789.78,337721
INV-5294,22DRBDW4138T1ZF,2025-01,17245.8,95810
INV-5295,24SVPXC2616S1ZU,2025-01,139328.82,774049
INV-5296,15QXVBE3752D1ZO,2025-01,33173.64,184298
INV-5297,20AQFJI6157Y1ZI,2025-01,171569.34,953163
INV-5298,36FQOFP8086K1ZI,2025-01,141663.24,787018
INV-5299,10GQLRX4250L1ZS,2025-01,126071.1,700395
INV-5300,17FSITY6172S1ZY,2025-01,177429.42,985719
INV-5301,11SDCLJ5375F1ZM,2025-01,139600.41,826979
INV-5302,14RVYGQ8899X1ZU,2025-01,148793.58,826631
INV-5303,10HAVWI4099P1ZJ,2025-01,74362.14,495820
INV-5304,10PXUWW9393D1ZK,2025-01,147585.78,819921
INV-5305,06DMIIU9473Y1ZE,2025-01,104774.22,582079
INV-5306,21PPPJV6872T1ZS,2025-01,106682.04,592678
INV-5307,30JDJPG8039X1ZC,2025-01,49956.06,346832
INV-5308,25NFORJ3744C1ZK,2025-01,35952.12,199734
INV-5309,05YRTKV2705L1ZB,2025-01,33945.12,188584
INV-5310,21PPPJV6872T1ZS,2025-01,28213.2,156740
INV-5311,30GDERV6083C1ZW,2025-01,23629.32,131274
INV-5312,03JQUQP0180D1ZN,2025-01,71303.58,396131
INV-5313,11ZVDLZ4968I1ZK,2025-01,14362.74,79793
INV-5314,22EHZFQ9082I1ZB,2025-01,10616.34,64762
INV-5315,19PUOEW4276M1ZH,2025-01,10701.72,59454
INV-5316,18FZLKA1555K1ZD,2025-01,19305.18,107251
INV-5317,26DPSBX3279L1ZA,2025-01,59792.58,332181
INV-5318,09WUQEZ4901E1ZJ,2025-01,146129.58,811831
INV-5319,32RJUGC4491J1ZK,2025-01,69110.1,383945
INV-5320,07IZKOY5620M1ZS,2025-01,166732.56,926292
INV-5321,22YTNUD8896E1ZG,2025-01,162831.24,904618
INV-5322,15CWMZP8277H1ZH,2025-01,150807.6,837820
INV-5323,28EDFFB3253W1ZJ,2025-01,111380.94,618783
INV-5324,22CLTQE0316D1ZU,2025-01,109586.88,608816
INV-5325,27IMRDZ9168P1ZP,2025-01,56419.56,313442
INV-5326,34IGRIG1649C1ZA,2025-01,64721.34,359563
INV-5327,37LWLDM6145A1ZC,2025-01,102648.6,570270
INV-5328,35GZUXF6547Y1ZM,2025-01,25357.32,140874
INV-5329,16PUSXA7955G1ZZ,2025-01,17493.12,97184
INV-5330,24FICSI1094E1ZY,2025-01,47031.48,261286
INV-5331,15QYSPP2554L1ZZ,2025-01,95943.58,640063
INV-5332,24VAZPV6967H1ZI,2025-01,8865.36,49252
INV-5333,28RGIRK8590U1ZF,2025-01,102767.94,570933
INV-5334,16GQPXB3303O1ZV,2025-01,106895.52,593864
INV-5335,06BPXFP1906M1ZV,2025-01,34657.92,192544
INV-5336,15RQMYJ3165J1ZD,2025-01,38850.12,215834
INV-5337,16SPIFR3730X1ZN,2025-01,106524.72,591804
INV-5338,07LVITY3702O1ZP,2025-01,130951.8,727510
INV-5339,24VBWWP5457B1ZO,2025-01,24869.52,138164
INV-5340,05YRTKV2705L1ZB,2025-01,78919.38,438441
INV-5341,09EACEA6346S1ZI,2025-01,41947.02,233039
INV-5342,12UNDFD7053Z1ZR,2025-01,92893.5,516075
INV-5343,15QXVBE3752D1ZO,2025-01,98414.82,546749
INV-5344,03TENLH9489P1ZL,2025-01,69038.1,383545
INV-5345,17SOXYX6228N1ZZ,2025-01,30322.24,207123
INV-5346,27QHEMO9182P1ZB,2025-01,73808.64,410048
INV-5347,22XMMAD1488O1ZZ,2025-01,92244.06,512467
INV-5348,09GQGPS2908J1ZG,2025-01,163867.36,988861
INV-5349,22BUBDU6468E1ZX,2025-01,76823.64,426798
INV-5350,36LEWLT8274H1ZI,2025-01,60384.42,335469
INV-5351,05VCMUF8489V1ZM,2025-01,76552.56,425292
INV-5352,22BYMJX2969P1ZX,2025-01,110439.18,613551
INV-5353,14QDKRW0175M1ZL,2025-01,120539.52,669664
INV-5354,04UHUTO6022Y1ZM,2025-01,172808.28,960046
INV-5355,34UMONK6196O1ZK,2025-01,112694.76,626082
INV-5356,28PQHHU2546H1ZX,2025-01,7272.18,40401
INV-5357,19NHVZG5395E1ZC,2025-01,10901.88,60566
INV-5358,36DBOKO0277G1ZN,2025-01,66026.34,366813
INV-5359,31WEVPU8162X1ZV,2025-01,5001.3,27785
INV-5360,10EQXIY0809Y1ZS,2025-01,158959.26,883107
INV-5361,29SLBBS0318X1ZH,2025-01,32702.04,181678
INV-5362,16VCWGM6308F1ZP,2025-01,103778.64,576548
INV-5363,34BBHYY0751Q1ZV,2025-01,100336.86,557427
INV-5364,03LRWGB4577E1ZQ,2025-01,33924.24,188468
INV-5365,33JMOJG1572Q1ZA,2025-01,54069.66,300387
INV-5366,07TFIVZ2570F1ZP,2025-01,57958.92,321994
INV-5367,24XRNGL0999J1ZC,2025-01,171847.44,954708
INV-5368,03RVHXB4166W1ZW,2025-01,88210.8,490060
INV-5369,07IZKOY5620M1ZS,2025-01,34017.84,188988
INV-5370,16ATMZP3442V1ZP,2025-01,71811.54,398953
INV-5371,19PUOEW4276M1ZH,2025-01,135803.88,754466
INV-5372,30MYDXG3193K1ZO,2025-01,92061.67,555153
INV-5373,17PEYKL7714U1ZV,2025-01,141828.3,787935
INV-5374,33KIOSS1900E1ZP,2025-01,11490.48,63836
INV-5375,35UXMHM3677O1ZE,2025-01,85056.12,472534
INV-5376,08AQDWU9435U1ZG,2025-01,103497.48,574986
INV-5377,24EZMCL6014S1ZD,2025-01,115956.97,704759
INV-5378,26PRCLW1234K1ZY,2025-01,134732.21,869834
INV-5379,35AVCWT8752Z1ZZ,2025-01,103806,576700
INV-5380,16WFFGQ1196V1ZP,2025-01,173047.86,961377
INV-5381,08UOBNR0604P1ZD,2025-01,89022.6,494570
INV-5382,13MEKIT6973I1ZZ,2025-01,116612.17,797074
INV-5383,23IJWMU7732K1ZN,2025-01,174671.1,970395
INV-5384,13MEKIT6973I1ZZ,2025-01,154849.32,860274
INV-5385,19WAOCZ2954E1ZQ,2025-01,151814.34,843413
INV-5386,17QLZGB8883V1ZK,2025-01,145348.74,807493
INV-5387,33JMOJG1572Q1ZA,2025-01,100582.74,558793
INV-5388,11JXKUR0633R1ZV,2025-01,138850.38,771391
INV-5389,01ZYWEM2403M1ZI,2025-01,41421.06,230117
INV-5390,29SLBBS0318X1ZH,2025-01,143732.34,798513
INV-5391,11PGISE1309T1ZV,2025-01,19429.4,129618
INV-5392,05KLOVQ6103K1ZR,2025-01,116887.32,649374
INV-5393,37OBSNY5715M1ZC,2025-01,16859.16,93662
INV-5394,27GSPZJ3581V1ZG,2025-01,65323.44,362908
INV-5395,04MXBHA0165G1ZF,2025-01,156771,870950
INV-5396,08SGMYQ9249Y1ZY,2025-01,118291.68,657176
INV-5397,35WRYZK4650V1ZL,2025-01,161044.92,894694
INV-5398,05JLNVM5884L1ZZ,2025-01,33305.76,185032
INV-5399,30HNQPA9985T1ZT,2025-01,110722.5,615125
INV-5400,20EGVKX3719X1ZC,2025-01,29697.48,164986
INV-5401,12MCGFN0921W1ZF,2025-01,176314.5,979525
INV-5402,05ITQUT3058F1ZY,2025-01,43514.28,241746
INV-5403,26NZCQC9327O1ZU,2025-01,158279.58,879331
INV-5404,34DIBWW3817X1ZJ,2025-01,97038.54,539103
INV-5405,37YCMBT7145I1ZQ,2025-01,144215.28,801196
INV-5406,20QFFHN7621D1ZA,2025-01,3791.14,22466
INV-5407,35GZUXF6547Y1ZM,2025-01,25682.94,142683
INV-5408,37YCMBT7145I1ZQ,2025-01,142626.96,792372
INV-5409,37DEXNK9687J1ZC,2025-01,47311.92,262844
INV-5410,21VUFAI2298K1ZG,2025-01,39308.17,270696
INV-5411,22RUMRN5458J1ZF,2025-01,110045.34,611363
INV-5412,17RSRVQ9634S1ZL,2025-01,123788.34,687713
INV-5413,17ISQWW8337Y1ZP,2025-01,47730.6,265170
INV-5414,22SMMFE8005F1ZE,2025-01,12949.2,71940
INV-5415,13LDAKV3844U1ZT,2025-01,136327.4,876492
INV-5416,19AHHWB2275Z1ZG,2025-01,131506.18,907146
INV-5417,17ISQWW8337Y1ZP,2025-01,9862.38,54791
INV-5418,05LXOSJ3168Y1ZD,2025-01,167765.94,932033
INV-5419,03TEJUW3138X1ZO,2025-01,136682.46,759347
INV-5420,06PNQKP0612K1ZZ,2025-01,14951.34,83063
INV-5421,34HMTAR3399I1ZZ,2025-01,151865.28,843696
INV-5422,06NJYOU5080M1ZL,2025-01,73355.4,407530
INV-5423,27GSPZJ3581V1ZG,2025-01,84822.66,471237
INV-5424,04HUQBR0328V1ZL,2025-01,67610.88,375616
INV-5425,18UJKPN7002R1ZS,2025-01,64935.7,430419
INV-5426,12VBULH0109Q1ZM,2025-01,68469.84,380388
INV-5427,10MAKDX6534I1ZR,2025-01,13191.3,73285
INV-5428,02DGGTT2309P1ZR,2025-01,64814.58,360081
INV-5429,16ATMZP3442V1ZP,2025-01,143598.42,797769
INV-5430,30AYELZ4998J1ZF,2025-01,121249.98,673611
INV-5431,12OOTTO6741Z1ZF,2025-01,48289.5,268275
INV-5432,24SVPXC2616S1ZU,2025-01,164265.66,912587
INV-5433,14QDKRW0175M1ZL,2025-01,46986.84,261038
INV-5434,03RNUKX8061Q1ZU,2025-01,36894.42,204969
INV-5435,28PQHHU2546H1ZX,2025-01,167369.76,929832
INV-5436,25WOJRT9700I1ZG,2025-01,56568.96,314272
INV-5437,14SSTGC0329T1ZV,2025-01,129927.24,721818
INV-5438,09EACEA6346S1ZI,2025-01,27096.12,150534
INV-5439,21GDLDB9849F1ZK,2025-01,90799.56,504442
INV-5440,18VWRZF3773X1ZN,2025-01,7117.38,39541
INV-5441,13WYNFU5666L1ZH,2025-01,81416.52,452314
INV-5442,04VZDVJ6652C1ZA,2025-01,2684.34,14913
INV-5443,20PNNMO4031N1ZS,2025-01,57476.52,319314
INV-5444,30SLTZH8544X1ZS,2025-01,73090.44,406058
INV-5445,14VKUYA8549J1ZY,2025-01,156003.48,866686
INV-5446,29VCWVD9094X1ZM,2025-01,16246.98,90261
INV-5447,33OLPXT6026S1ZS,2025-01,119472.48,663736
INV-5448,33QHKJZ5525K1ZO,2025-01,62826.3,349035
INV-5449,30BVMNQ5720L1ZH,2025-01,64984.14,361023
INV-5450,37OIZFB1027F1ZW,2025-01,121617,675650
INV-5451,15BPBLF6134G1ZU,2025-01,51930.36,288502
INV-5452,07CJHJV8660S1ZA,2025-01,25287.12,140484
INV-5453,37OJOTJ4900J1ZT,2025-01,107537.22,597429
INV-5454,08MBTFR6385C1ZZ,2025-01,94362.66,524237
INV-5455,19WAOCZ2954E1ZQ,2025-01,28735.56,159642
INV-5456,05ITQUT3058F1ZY,2025-01,81491.4,452730
INV-5457,24ZUBJL1972F1ZW,2025-01,97891.2,543840
INV-5458,10HAVWI4099P1ZJ,2025-01,50715.36,281752
INV-5459,26DPSBX3279L1ZA,2025-01,23705.28,131696
INV-5460,31WEVPU8162X1ZV,2025-01,45195.3,251085
INV-5461,06BPXFP1906M1ZV,2025-01,41703.12,231684
INV-5462,04VZDVJ6652C1ZA,2025-01,104766.25,613070
INV-5463,14RMGAC1549Y1ZQ,2025-01,77699.7,431665
INV-5464,31CMVHJ5547D1ZK,2025-01,146809.72,912366
INV-5465,22BYMJX2969P1ZX,2025-01,120084.84,667138
INV-5466,36FQOFP8086K1ZI,2025-01,99152.73,607339
INV-5467,05GISRT5596K1ZQ,2025-01,103076.28,572646
INV-5468,14JCJWE2293F1ZP,2025-01,97898.22,543879
INV-5469,21CREDI2227K1ZJ,2025-01,166227.48,923486
INV-5470,34LGIZM9234I1ZT,2025-01,61957.39,377635
INV-5471,15PGACU1846F1ZM,2025-01,46556.64,258648
INV-5472,14OOHYU5138R1ZO,2025-01,170302.14,946123
INV-5473,05JLNVM5884L1ZZ,2025-01,94465.44,524808
INV-5474,19WAOCZ2954E1ZQ,2025-01,169454.52,941414
INV-5475,06DMIIU9473Y1ZE,2025-01,81981.72,455454
INV-5476,20SDOVY1377U1ZN,2025-01,24414.84,135638
INV-5477,26NQNKS0562J1ZC,2025-01,160182.9,889905
INV-5478,09YATAM4864G1ZS,2025-01,146314.62,812859
INV-5479,01NKASN2564F1ZD,2025-01,41108.58,228381
INV-5480,22OGRCY5454R1ZD,2025-01,100459.44,558108
INV-5481,36GSFRA4156W1ZE,2025-01,40595.58,225531
INV-5482,04JLHRP1012C1ZP,2025-01,124841.88,693566
INV-5483,37LWLDM6145A1ZC,2025-01,43785,243250
INV-5484,30GDERV6083C1ZW,2025-01,55396.44,307758
INV-5485,04WDERP3542R1ZA,2025-01,158344.02,879689
INV-5486,37KQMQH9486J1ZO,2025-01,137215.98,762311
INV-5487,30DDTOT4539E1ZQ,2025-01,99844.98,662936
INV-5488,14EWUHM1869J1ZX,2025-01,67691.52,376064
INV-5489,14LIUTB7917P1ZQ,2025-01,122013.72,677854
INV-5490,13SKRJX4200R1ZH,2025-01,36960.84,205338
INV-5491,36LJHUT2399Y1ZG,2025-01,26948.16,149712
INV-5492,25MDWAY4696B1ZD,2025-01,33293.52,184964
INV-5493,27IMRDZ9168P1ZP,2025-01,14600.52,81114
INV-5494,25NFORJ3744C1ZK,2025-01,164564.28,914246
INV-5495,16VCWGM6308F1ZP,2025-01,117162.54,650903
INV-5496,10SUDGZ7784G1ZA,2025-01,69011.46,383397
INV-5497,17RSRVQ9634S1ZL,2025-01,3182.04,17678
INV-5498,17VTPBI0990P1ZB,2025-01,14310.72,79504
INV-5499,21WXLUP8739S1ZT,2025-01,132059.7,733665
INV-5500,36OGHIS7867O1ZZ,2025-01,160130.52,889614
INV-5501,19AHHWB2275Z1ZG,2025-01,108444.96,602472
INV-5502,24SBDHK5873D1ZU,2025-01,68019.65,399264
INV-5503,02MNDKU5916Z1ZX,2025-01,123208.56,684492
INV-5504,19MYWQY4649C1ZF,2025-01,76112.53,516169
INV-5505,04PTYFF6110A1ZN,2025-01,114483.3,675103
INV-5506,31XBJCK7866O1ZT,2025-01,54090.9,300505
INV-5507,11WUFFF2658Y1ZV,2025-01,6755.95,39529
INV-5508,22XMMAD1488O1ZZ,2025-01,107122.86,595127
INV-5509,34DIBWW3817X1ZJ,2025-01,75367.44,418708
INV-5510,06GDUIP3724E1ZD,2025-01,110202.3,612235
INV-5511,31NYLVV9060W1ZO,2025-01,35293.68,196076
INV-5512,14RMGAC1549Y1ZQ,2025-01,160718.76,892882
INV-5513,24RTYKT1404N1ZI,2025-01,36816.12,204534
INV-5514,19WAOCZ2954E1ZQ,2025-01,158906.7,882815
INV-5515,30JDJPG8039X1ZC,2025-01,35253.62,234379
INV-5516,19AHHWB2275Z1ZG,2025-01,22161.96,123122
INV-5517,08JRPOQ5923Q1ZP,2025-01,11542.5,64125
INV-5518,01NKASN2564F1ZD,2025-01,74007.9,411155
INV-5519,04PTYFF6110A1ZN,2025-01,131569.2,730940
INV-5520,30JVWFR3207L1ZU,2025-01,91432.62,507959
INV-5521,04EGBVX4443M1ZV,2025-01,77175.9,428755
INV-5522,10SUDGZ7784G1ZA,2025-01,33855.3,188085
INV-5523,02GUREW9408C1ZK,2025-01,30384.54,168803
INV-5524,13WYNFU5666L1ZH,2025-01,65070.72,361504
INV-5525,07EJJFF1911E1ZP,2025-01,153283.32,851574
INV-5526,19IKFUW3521P1ZZ,2025-01,15026.76,83482
INV-5527,11VUDGQ8518D1ZJ,2025-01,79047,439150
INV-5528,01ZYWEM2403M1ZI,2025-01,3682.98,20461
INV-5529,17SOXYX6228N1ZZ,2025-01,115973.82,644299
INV-5530,05LXOSJ3168Y1ZD,2025-01,19877.76,110432
INV-5531,19IKFUW3521P1ZZ,2025-01,64753.2,359740
INV-5532,30DDTOT4539E1ZQ,2025-01,6706.62,37259
INV-5533,10MAKDX6534I1ZR,2025-01,88901.1,493895
INV-5534,13SRNZT4189O1ZD,2025-01,148773.24,826518
INV-5535,36KIHLW7654N1ZE,2025-01,34200.54,190003
INV-5536,01ROKEJ7672R1ZE,2025-01,40340.16,224112
INV-5537,13THBXY4145Q1ZA,2025-01,108698.94,603883
INV-5538,28RGIRK8590U1ZF,2025-01,91002.78,505571
