gstin,period,itc_claimed,total_tax_paid,filing_date,due_date
13WYNFU5666L1ZH,2025-06,136230,180259,27-02-2026,27-02-2026
18UJKPN7002R1ZS,2025-01,1774744,1745399,27-02-2026,27-02-2026
18UJKPN7002R1ZS,2025-02,1723177,1726009,27-02-2026,27-02-2026
18UJKPN7002R1ZS,2025-03,869304,874835,27-02-2026,27-02-2026
18UJKPN7002R1ZS,2025-04,1662470,1695860,27-02-2026,21-02-2026
18UJKPN7002R1ZS,2025-05,922636,961941,27-02-2026,27-02-2026
18UJKPN7002R1ZS,2025-06,564073,584977,27-02-2026,27-02-2026
18FZLKA1555K1ZD,2025-01,422186,462883,27-02-2026,27-02-2026
18FZLKA1555K1ZD,2025-02,128767,141936,27-02-2026,27-02-2026
18FZLKA1555K1ZD,2025-03,1691848,1655297,27-02-2026,27-02-2026
18FZLKA1555K1ZD,2025-04,479624,492302,27-02-2026,11-02-2026
18FZLKA1555K1ZD,2025-05,1437663,1456541,27-02-2026,27-02-2026
18FZLKA1555K1ZD,2025-06,593414,607766,27-02-2026,27-02-2026
35VOSZO7794O1ZS,2025-01,613825,637782,27-02-2026,27-02-2026
35VOSZO7794O1ZS,2025-02,827031,802333,27-02-2026,27-02-2026
35VOSZO7794O1ZS,2025-03,1230420,1224155,27-02-2026,26-02-2026
35VOSZO7794O1ZS,2025-04,1693629,1666383,27-02-2026,27-02-2026
35VOSZO7794O1ZS,2025-05,731983,686711,27-02-2026,27-02-2026
35VOSZO7794O1ZS,2025-06,1281792,1241485,27-02-2026,27-02-2026
17BQZRF3950I1ZH,2025-01,1295657,1308103,27-02-2026,27-02-2026
17BQZRF3950I1ZH,2025-02,1017384,1049288,27-02-2026,27-02-2026
17BQZRF3950I1ZH,2025-03,446542,403550,27-02-2026,27-02-2026
17BQZRF3950I1ZH,2025-04,54322,72988,27-02-2026,27-02-2026
17BQZRF3950I1ZH,2025-05,462479,511335,27-02-2026,27-02-2026
17BQZRF3950I1ZH,2025-06,1739788,1786382,27-02-2026,27-02-2026
22BYMJX2969P1ZX,2025-01,306577,283905,27-02-2026,02-02-2026
22BYMJX2969P1ZX,2025-02,638415,618784,27-02-2026,27-02-2026
22BYMJX2969P1ZX,2025-03,1214222,1258083,27-02-2026,27-02-2026
22BYMJX2969P1ZX,2025-04,1317611,1304495,27-02-2026,27-02-2026
22BYMJX2969P1ZX,2025-05,199345,240663,27-02-2026,27-02-2026
22BYMJX2969P1ZX,2025-06,1913430,1943488,27-02-2026,27-02-2026
16WFFGQ1196V1ZP,2025-01,257429,291952,27-02-2026,27-02-2026
16WFFGQ1196V1ZP,2025-02,1210332,1199722,27-02-2026,27-02-2026
16WFFGQ1196V1ZP,2025-03,92683,75094,27-02-2026,27-02-2026
16WFFGQ1196V1ZP,2025-04,1147494,1117900,27-02-2026,09-02-2026
16WFFGQ1196V1ZP,2025-05,1267353,1229730,27-02-2026,27-02-2026
16WFFGQ1196V1ZP,2025-06,1928564,1925386,27-02-2026,27-02-2026
31JIXWO2175M1ZH,2025-01,211092,171854,27-02-2026,27-02-2026
31JIXWO2175M1ZH,2025-02,67660,42375,27-02-2026,27-02-2026
31JIXWO2175M1ZH,2025-03,1190450,1238668,27-02-2026,27-02-2026
31JIXWO2175M1ZH,2025-04,1274032,1274464,27-02-2026,27-02-2026
31JIXWO2175M1ZH,2025-05,1365396,1391373,27-02-2026,27-02-2026
31JIXWO2175M1ZH,2025-06,464752,489981,27-02-2026,27-02-2026
34UMONK6196O1ZK,2025-01,1744537,1719294,27-02-2026,27-02-2026
34UMONK6196O1ZK,2025-02,1522069,1535202,27-02-2026,27-02-2026
34UMONK6196O1ZK,2025-03,1869366,1840208,27-02-2026,27-02-2026
34UMONK6196O1ZK,2025-04,817209,798972,27-02-2026,11-02-2026
34UMONK6196O1ZK,2025-05,516087,506259,27-02-2026,27-02-2026
34UMONK6196O1ZK,2025-06,122639,168991,27-02-2026,27-02-2026
14JCJWE2293F1ZP,2025-01,1721893,1767710,27-02-2026,21-02-2026
14JCJWE2293F1ZP,2025-02,1005933,973842,27-02-2026,27-02-2026
14JCJWE2293F1ZP,2025-03,961999,987425,27-02-2026,27-02-2026
14JCJWE2293F1ZP,2025-04,851023,821782,27-02-2026,27-02-2026
14JCJWE2293F1ZP,2025-05,1999756,1993010,27-02-2026,27-02-2026
14JCJWE2293F1ZP,2025-06,341225,346867,27-02-2026,27-02-2026
24JKLOZ6878R1ZN,2025-01,592842,628646,27-02-2026,27-02-2026
24JKLOZ6878R1ZN,2025-02,1426780,1468917,27-02-2026,27-02-2026
24JKLOZ6878R1ZN,2025-03,1459076,1470136,27-02-2026,27-02-2026
24JKLOZ6878R1ZN,2025-04,1180946,1225146,27-02-2026,12-02-2026
24JKLOZ6878R1ZN,2025-05,1245607,1227141,27-02-2026,27-02-2026
24JKLOZ6878R1ZN,2025-06,1814839,1842763,27-02-2026,27-02-2026
10MAKDX6534I1ZR,2025-01,1803128,1822146,27-02-2026,13-02-2026
10MAKDX6534I1ZR,2025-02,357585,373963,27-02-2026,11-02-2026
10MAKDX6534I1ZR,2025-03,549200,564455,27-02-2026,27-02-2026
10MAKDX6534I1ZR,2025-04,1937961,1968776,27-02-2026,27-02-2026
10MAKDX6534I1ZR,2025-05,627745,580105,27-02-2026,27-02-2026
10MAKDX6534I1ZR,2025-06,1488407,1460085,27-02-2026,27-02-2026
07RBVMQ4335Z1ZI,2025-01,1826553,1857873,27-02-2026,27-02-2026
07RBVMQ4335Z1ZI,2025-02,667448,641387,27-02-2026,27-02-2026
07RBVMQ4335Z1ZI,2025-03,220411,267883,27-02-2026,16-02-2026
07RBVMQ4335Z1ZI,2025-04,472215,431954,27-02-2026,27-02-2026
07RBVMQ4335Z1ZI,2025-05,305122,257514,27-02-2026,27-02-2026
07RBVMQ4335Z1ZI,2025-06,563380,523537,27-02-2026,27-02-2026
08JRPOQ5923Q1ZP,2025-01,975093,938499,27-02-2026,27-02-2026
08JRPOQ5923Q1ZP,2025-02,292383,320389,27-02-2026,27-02-2026
08JRPOQ5923Q1ZP,2025-03,532929,573168,27-02-2026,19-02-2026
08JRPOQ5923Q1ZP,2025-04,127920,101517,27-02-2026,27-02-2026
08JRPOQ5923Q1ZP,2025-05,928138,947489,27-02-2026,27-02-2026
08JRPOQ5923Q1ZP,2025-06,620492,651799,27-02-2026,27-02-2026
19MYWQY4649C1ZF,2025-01,1688484,1685355,27-02-2026,27-02-2026
19MYWQY4649C1ZF,2025-02,175565,201906,27-02-2026,27-02-2026
19MYWQY4649C1ZF,2025-03,448359,406629,27-02-2026,27-02-2026
19MYWQY4649C1ZF,2025-04,73649,38565,27-02-2026,27-02-2026
19MYWQY4649C1ZF,2025-05,1081974,1071576,27-02-2026,27-02-2026
19MYWQY4649C1ZF,2025-06,938871,918394,27-02-2026,27-02-2026
21QSPKX7975O1ZN,2025-01,1714171,1692862,27-02-2026,27-02-2026
21QSPKX7975O1ZN,2025-02,1466274,1422345,27-02-2026,27-02-2026
21QSPKX7975O1ZN,2025-03,1402679,1443519,27-02-2026,27-02-2026
21QSPKX7975O1ZN,2025-04,1199561,1174537,27-02-2026,24-02-2026
21QSPKX7975O1ZN,2025-05,763843,768218,27-02-2026,26-02-2026
21QSPKX7975O1ZN,2025-06,499092,449984,27-02-2026,27-02-2026
02DGGTT2309P1ZR,2025-01,1489841,1531617,27-02-2026,30-01-2026
02DGGTT2309P1ZR,2025-02,456924,466318,27-02-2026,27-02-2026
02DGGTT2309P1ZR,2025-03,1758642,1786703,27-02-2026,27-02-2026
02DGGTT2309P1ZR,2025-04,184959,135705,27-02-2026,27-02-2026
02DGGTT2309P1ZR,2025-05,1196318,1168836,27-02-2026,27-02-2026
02DGGTT2309P1ZR,2025-06,170954,193253,27-02-2026,27-02-2026
26NZCQC9327O1ZU,2025-01,1937994,1908872,27-02-2026,27-02-2026
26NZCQC9327O1ZU,2025-02,42611,-7378,27-02-2026,27-02-2026
26NZCQC9327O1ZU,2025-03,447709,466419,27-02-2026,27-02-2026
26NZCQC9327O1ZU,2025-04,576071,616833,27-02-2026,27-02-2026
26NZCQC9327O1ZU,2025-05,1953092,1955895,27-02-2026,27-02-2026
26NZCQC9327O1ZU,2025-06,1930047,1965286,27-02-2026,27-02-2026
11ARWIM9524W1ZR,2025-01,578004,560713,27-02-2026,27-02-2026
11ARWIM9524W1ZR,2025-02,1760156,1746429,27-02-2026,31-01-2026
11ARWIM9524W1ZR,2025-03,185029,143436,27-02-2026,27-02-2026
11ARWIM9524W1ZR,2025-04,1658730,1612995,27-02-2026,27-02-2026
11ARWIM9524W1ZR,2025-05,120292,81158,27-02-2026,27-02-2026
11ARWIM9524W1ZR,2025-06,1575230,1557004,27-02-2026,27-02-2026
30QQONQ3358O1ZJ,2025-01,1494220,1458966,27-02-2026,27-02-2026
30QQONQ3358O1ZJ,2025-02,1291878,1324078,27-02-2026,27-02-2026
30QQONQ3358O1ZJ,2025-03,1751744,1721549,27-02-2026,27-02-2026
30QQONQ3358O1ZJ,2025-04,1269183,1244157,27-02-2026,27-02-2026
30QQONQ3358O1ZJ,2025-05,1680782,1729950,27-02-2026,11-02-2026
30QQONQ3358O1ZJ,2025-06,1282869,1290150,27-02-2026,27-02-2026
10HAVWI4099P1ZJ,2025-01,1787014,1779918,27-02-2026,27-02-2026
10HAVWI4099P1ZJ,2025-02,798579,768196,27-02-2026,16-02-2026
10HAVWI4099P1ZJ,2025-03,743872,694950,27-02-2026,27-02-2026
10HAVWI4099P1ZJ,2025-04,364714,338236,27-02-2026,27-02-2026
10HAVWI4099P1ZJ,2025-05,1823856,1808057,27-02-2026,27-02-2026
10HAVWI4099P1ZJ,2025-06,821157,848576,27-02-2026,27-02-2026
19PUOEW4276M1ZH,2025-01,1400254,1448054,27-02-2026,27-02-2026
19PUOEW4276M1ZH,2025-02,1597274,1561643,27-02-2026,02-02-2026
19PUOEW4276M1ZH,2025-03,717808,701605,27-02-2026,27-02-2026
19PUOEW4276M1ZH,2025-04,1559229,1577153,27-02-2026,21-02-2026
19PUOEW4276M1ZH,2025-05,1639855,1655259,27-02-2026,27-02-2026
19PUOEW4276M1ZH,2025-06,639374,663004,27-02-2026,27-02-2026
16NUPSH6521C1ZF,2025-01,812543,769819,27-02-2026,27-02-2026
16NUPSH6521C1ZF,2025-02,1996527,1956441,27-02-2026,08-02-2026
16NUPSH6521C1ZF,2025-03,1417533,1410828,27-02-2026,15-02-2026
16NUPSH6521C1ZF,2025-04,98161,121123,27-02-2026,27-02-2026
16NUPSH6521C1ZF,2025-05,1041598,1088331,27-02-2026,27-02-2026
16NUPSH6521C1ZF,2025-06,1793161,1785903,27-02-2026,27-02-2026
30QHQEA0511I1ZE,2025-01,560823,546321,27-02-2026,27-02-2026
30QHQEA0511I1ZE,2025-02,201697,190887,27-02-2026,27-02-2026
30QHQEA0511I1ZE,2025-03,1575732,1543741,27-02-2026,27-02-2026
30QHQEA0511I1ZE,2025-04,1615901,1584899,27-02-2026,27-02-2026
30QHQEA0511I1ZE,2025-05,1045332,1077796,27-02-2026,27-02-2026
30QHQEA0511I1ZE,2025-06,1477959,1473381,27-02-2026,27-02-2026
06DMIIU9473Y1ZE,2025-01,145890,138934,27-02-2026,27-02-2026
06DMIIU9473Y1ZE,2025-02,486746,494188,27-02-2026,27-02-2026
06DMIIU9473Y1ZE,2025-03,1626711,1599881,27-02-2026,27-02-2026
06DMIIU9473Y1ZE,2025-04,1850808,1881734,27-02-2026,27-02-2026
06DMIIU9473Y1ZE,2025-05,625124,593864,27-02-2026,27-02-2026
06DMIIU9473Y1ZE,2025-06,871888,916996,27-02-2026,27-02-2026
26BMEVV8172Y1ZO,2025-01,628267,597910,27-02-2026,27-02-2026
26BMEVV8172Y1ZO,2025-02,943830,943919,27-02-2026,27-02-2026
26BMEVV8172Y1ZO,2025-03,930940,966579,27-02-2026,27-02-2026
26BMEVV8172Y1ZO,2025-04,910042,930149,27-02-2026,27-02-2026
26BMEVV8172Y1ZO,2025-05,471296,477124,27-02-2026,15-02-2026
26BMEVV8172Y1ZO,2025-06,333300,371340,27-02-2026,27-02-2026
30TCRFK9917X1ZR,2025-01,1259836,1307909,27-02-2026,06-02-2026
30TCRFK9917X1ZR,2025-02,830896,834781,27-02-2026,27-02-2026
30TCRFK9917X1ZR,2025-03,1442712,1398921,27-02-2026,27-02-2026
30TCRFK9917X1ZR,2025-04,264801,274961,27-02-2026,27-02-2026
30TCRFK9917X1ZR,2025-05,686218,641167,27-02-2026,26-02-2026
30TCRFK9917X1ZR,2025-06,916849,868671,27-02-2026,24-02-2026
31QFXWF1631I1ZS,2025-01,739522,788844,27-02-2026,27-02-2026
31QFXWF1631I1ZS,2025-02,21417,30239,27-02-2026,28-01-2026
31QFXWF1631I1ZS,2025-03,1170977,1153800,27-02-2026,27-02-2026
31QFXWF1631I1ZS,2025-04,781171,778696,27-02-2026,27-02-2026
31QFXWF1631I1ZS,2025-05,225264,244663,27-02-2026,27-02-2026
31QFXWF1631I1ZS,2025-06,1941428,1954761,27-02-2026,27-02-2026
16ABUMP3010T1ZK,2025-01,919049,925130,27-02-2026,27-02-2026
16ABUMP3010T1ZK,2025-02,1452964,1415067,27-02-2026,27-02-2026
16ABUMP3010T1ZK,2025-03,1684325,1657508,27-02-2026,27-02-2026
16ABUMP3010T1ZK,2025-04,637872,664705,27-02-2026,27-02-2026
16ABUMP3010T1ZK,2025-05,553046,529955,27-02-2026,27-02-2026
16ABUMP3010T1ZK,2025-06,242248,239745,27-02-2026,21-02-2026
10SUDGZ7784G1ZA,2025-01,380578,428268,27-02-2026,15-02-2026
10SUDGZ7784G1ZA,2025-02,1131423,1110527,27-02-2026,27-02-2026
10SUDGZ7784G1ZA,2025-03,1748020,1758819,27-02-2026,27-02-2026
10SUDGZ7784G1ZA,2025-04,1656569,1696761,27-02-2026,27-02-2026
10SUDGZ7784G1ZA,2025-05,367727,407770,27-02-2026,27-02-2026
10SUDGZ7784G1ZA,2025-06,734130,761856,27-02-2026,27-02-2026
09GBSOO4553O1ZI,2025-01,1704778,1692339,27-02-2026,04-02-2026
09GBSOO4553O1ZI,2025-02,1327116,1328375,27-02-2026,27-02-2026
09GBSOO4553O1ZI,2025-03,200010,173126,27-02-2026,27-02-2026
09GBSOO4553O1ZI,2025-04,727733,776737,27-02-2026,27-02-2026
09GBSOO4553O1ZI,2025-05,137565,157310,27-02-2026,27-02-2026
09GBSOO4553O1ZI,2025-06,211403,258787,27-02-2026,27-02-2026
34EHGJA6310L1ZY,2025-01,321892,318773,27-02-2026,27-02-2026
34EHGJA6310L1ZY,2025-02,1671210,1630367,27-02-2026,27-02-2026
34EHGJA6310L1ZY,2025-03,1844996,1880052,27-02-2026,27-02-2026
34EHGJA6310L1ZY,2025-04,1551877,1587568,27-02-2026,27-02-2026
34EHGJA6310L1ZY,2025-05,969822,927983,27-02-2026,27-02-2026
34EHGJA6310L1ZY,2025-06,1954223,1948400,27-02-2026,27-02-2026
05ROKNM5636D1ZD,2025-01,1865975,1897599,27-02-2026,27-02-2026
05ROKNM5636D1ZD,2025-02,268473,269777,27-02-2026,27-02-2026
05ROKNM5636D1ZD,2025-03,1589736,1549813,27-02-2026,27-02-2026
05ROKNM5636D1ZD,2025-04,328082,353126,27-02-2026,27-02-2026
05ROKNM5636D1ZD,2025-05,1146001,1147979,27-02-2026,27-02-2026
05ROKNM5636D1ZD,2025-06,818998,776121,27-02-2026,27-02-2026
09EACEA6346S1ZI,2025-01,520592,519837,27-02-2026,10-02-2026
09EACEA6346S1ZI,2025-02,404280,373192,27-02-2026,27-02-2026
09EACEA6346S1ZI,2025-03,1307779,1277200,27-02-2026,27-02-2026
09EACEA6346S1ZI,2025-04,1841006,1827169,27-02-2026,27-02-2026
09EACEA6346S1ZI,2025-05,1698358,1720392,27-02-2026,27-02-2026
09EACEA6346S1ZI,2025-06,822038,852574,27-02-2026,27-02-2026
05AXRYV4637N1ZL,2025-01,1294572,1302137,27-02-2026,09-02-2026
05AXRYV4637N1ZL,2025-02,1728365,1705143,27-02-2026,31-01-2026
05AXRYV4637N1ZL,2025-03,1921267,1883967,27-02-2026,27-02-2026
05AXRYV4637N1ZL,2025-04,1343787,1331471,27-02-2026,27-02-2026
05AXRYV4637N1ZL,2025-05,1592656,1549986,27-02-2026,27-02-2026
05AXRYV4637N1ZL,2025-06,926492,927545,27-02-2026,27-02-2026
34BBHYY0751Q1ZV,2025-01,1090608,1078251,27-02-2026,27-02-2026
34BBHYY0751Q1ZV,2025-02,67295,116446,27-02-2026,27-02-2026
34BBHYY0751Q1ZV,2025-03,913023,871146,27-02-2026,27-02-2026
34BBHYY0751Q1ZV,2025-04,1764354,1799564,27-02-2026,27-02-2026
34BBHYY0751Q1ZV,2025-05,12751,55670,27-02-2026,09-02-2026
34BBHYY0751Q1ZV,2025-06,1871398,1826398,27-02-2026,27-02-2026
12OOTTO6741Z1ZF,2025-01,1195378,1234931,27-02-2026,19-02-2026
12OOTTO6741Z1ZF,2025-02,792160,823925,27-02-2026,27-02-2026
12OOTTO6741Z1ZF,2025-03,606908,593955,27-02-2026,27-02-2026
12OOTTO6741Z1ZF,2025-04,1342640,1333912,27-02-2026,27-02-2026
12OOTTO6741Z1ZF,2025-05,130974,115420,27-02-2026,27-02-2026
12OOTTO6741Z1ZF,2025-06,275265,289303,27-02-2026,27-02-2026
22RNPYX5984U1ZN,2025-01,345137,354833,27-02-2026,27-02-2026
22RNPYX5984U1ZN,2025-02,782440,747327,27-02-2026,27-02-2026
22RNPYX5984U1ZN,2025-03,1447868,1404128,27-02-2026,27-02-2026
22RNPYX5984U1ZN,2025-04,1891366,1856867,27-02-2026,27-02-2026
22RNPYX5984U1ZN,2025-05,1930062,1944410,27-02-2026,27-02-2026
22RNPYX5984U1ZN,2025-06,1021240,998732,27-02-2026,27-02-2026
37OJOTJ4900J1ZT,2025-01,1146528,1133588,27-02-2026,21-02-2026
37OJOTJ4900J1ZT,2025-02,654783,607976,27-02-2026,27-02-2026
37OJOTJ4900J1ZT,2025-03,1080640,1052215,27-02-2026,27-02-2026
37OJOTJ4900J1ZT,2025-04,1654286,1604635,27-02-2026,27-02-2026
37OJOTJ4900J1ZT,2025-05,732415,723667,27-02-2026,27-02-2026
37OJOTJ4900J1ZT,2025-06,37572,36127,27-02-2026,27-02-2026
20AZFIU9895S1ZS,2025-01,1134585,1131866,27-02-2026,27-02-2026
20AZFIU9895S1ZS,2025-02,1776246,1774715,27-02-2026,27-02-2026
20AZFIU9895S1ZS,2025-03,255505,230216,27-02-2026,27-02-2026
20AZFIU9895S1ZS,2025-04,540353,551709,27-02-2026,27-02-2026
20AZFIU9895S1ZS,2025-05,1689766,1697138,27-02-2026,09-02-2026
20AZFIU9895S1ZS,2025-06,1420307,1470022,27-02-2026,27-02-2026
30JDJPG8039X1ZC,2025-01,38224,82537,27-02-2026,27-02-2026
30JDJPG8039X1ZC,2025-02,446761,478335,27-02-2026,27-02-2026
30JDJPG8039X1ZC,2025-03,1849706,1869252,27-02-2026,27-02-2026
30JDJPG8039X1ZC,2025-04,194115,211339,27-02-2026,27-02-2026
30JDJPG8039X1ZC,2025-05,1580048,1542183,27-02-2026,27-02-2026
30JDJPG8039X1ZC,2025-06,223549,190218,27-02-2026,27-02-2026
32VROXP3750B1ZY,2025-01,1043085,1026939,27-02-2026,27-02-2026
32VROXP3750B1ZY,2025-02,586398,632732,27-02-2026,27-02-2026
32VROXP3750B1ZY,2025-03,704619,710694,27-02-2026,27-02-2026
32VROXP3750B1ZY,2025-04,463549,433737,27-02-2026,27-02-2026
32VROXP3750B1ZY,2025-05,1478336,1510251,27-02-2026,27-02-2026
32VROXP3750B1ZY,2025-06,1188086,1213025,27-02-2026,27-02-2026
28KWWFQ6073J1ZQ,2025-01,949678,929316,27-02-2026,10-02-2026
28KWWFQ6073J1ZQ,2025-02,1766081,1796264,27-02-2026,27-02-2026
28KWWFQ6073J1ZQ,2025-03,1199821,1169593,27-02-2026,27-02-2026
28KWWFQ6073J1ZQ,2025-04,383644,360337,27-02-2026,27-02-2026
28KWWFQ6073J1ZQ,2025-05,797425,754140,27-02-2026,27-02-2026
28KWWFQ6073J1ZQ,2025-06,426693,430624,27-02-2026,27-02-2026
37DNFBT3455H1ZN,2025-01,930519,891129,27-02-2026,27-02-2026
37DNFBT3455H1ZN,2025-02,1749457,1715591,27-02-2026,20-02-2026
37DNFBT3455H1ZN,2025-03,440300,470220,27-02-2026,27-02-2026
37DNFBT3455H1ZN,2025-04,1301111,1262455,27-02-2026,27-02-2026
37DNFBT3455H1ZN,2025-05,1132400,1091511,27-02-2026,27-02-2026
37DNFBT3455H1ZN,2025-06,1883986,1890380,27-02-2026,27-02-2026
09IMTOG3467P1ZR,2025-01,1833754,1808617,27-02-2026,27-02-2026
09IMTOG3467P1ZR,2025-02,445289,451325,27-02-2026,27-02-2026
09IMTOG3467P1ZR,2025-03,186240,222457,27-02-2026,27-02-2026
09IMTOG3467P1ZR,2025-04,1463292,1491434,27-02-2026,27-02-2026
09IMTOG3467P1ZR,2025-05,791886,797029,27-02-2026,27-02-2026
09IMTOG3467P1ZR,2025-06,782087,736245,27-02-2026,27-02-2026
37FQTGB7390V1ZN,2025-01,238302,226777,27-02-2026,27-02-2026
37FQTGB7390V1ZN,2025-02,1666275,1701876,27-02-2026,27-02-2026
37FQTGB7390V1ZN,2025-03,1130109,1138796,27-02-2026,07-02-2026
37FQTGB7390V1ZN,2025-04,1850057,1853908,27-02-2026,27-02-2026
37FQTGB7390V1ZN,2025-05,513009,551323,27-02-2026,27-02-2026
37FQTGB7390V1ZN,2025-06,279961,255975,27-02-2026,27-02-2026
13IPAHZ6941B1ZH,2025-01,336431,313981,27-02-2026,27-02-2026
13IPAHZ6941B1ZH,2025-02,1460184,1478098,27-02-2026,27-02-2026
13IPAHZ6941B1ZH,2025-03,227358,264050,27-02-2026,27-02-2026
13IPAHZ6941B1ZH,2025-04,18529,-12443,27-02-2026,27-02-2026
13IPAHZ6941B1ZH,2025-05,1290483,1335678,27-02-2026,27-02-2026
13IPAHZ6941B1ZH,2025-06,1049472,1001589,27-02-2026,27-02-2026
06CBYYW8061O1ZP,2025-01,60857,51533,27-02-2026,27-02-2026
06CBYYW8061O1ZP,2025-02,1957996,1957742,27-02-2026,27-02-2026
06CBYYW8061O1ZP,2025-03,990003,945259,27-02-2026,01-02-2026
06CBYYW8061O1ZP,2025-04,1378008,1348039,27-02-2026,27-02-2026
06CBYYW8061O1ZP,2025-05,1558163,1529159,27-02-2026,27-02-2026
06CBYYW8061O1ZP,2025-06,1009569,1055735,27-02-2026,27-02-2026
35FOTOQ9663V1ZQ,2025-01,904688,881234,27-02-2026,27-02-2026
35FOTOQ9663V1ZQ,2025-02,758522,735412,27-02-2026,27-02-2026
35FOTOQ9663V1ZQ,2025-03,1121313,1078899,27-02-2026,27-02-2026
35FOTOQ9663V1ZQ,2025-04,432046,406937,27-02-2026,27-02-2026
35FOTOQ9663V1ZQ,2025-05,1193297,1203641,27-02-2026,27-02-2026
35FOTOQ9663V1ZQ,2025-06,1286548,1312673,27-02-2026,27-02-2026
04HUQBR0328V1ZL,2025-01,627830,638665,27-02-2026,27-02-2026
04HUQBR0328V1ZL,2025-02,1333102,1373203,27-02-2026,27-02-2026
04HUQBR0328V1ZL,2025-03,218196,236830,27-02-2026,27-02-2026
04HUQBR0328V1ZL,2025-04,300683,264355,27-02-2026,27-02-2026
04HUQBR0328V1ZL,2025-05,1770549,1745206,27-02-2026,14-02-2026
04HUQBR0328V1ZL,2025-06,1116041,1155903,27-02-2026,27-02-2026
25GJZCI8515O1ZR,2025-01,1854150,1859674,27-02-2026,27-02-2026
25GJZCI8515O1ZR,2025-02,33641,-14554,27-02-2026,27-02-2026
25GJZCI8515O1ZR,2025-03,1799959,1816045,27-02-2026,27-02-2026
25GJZCI8515O1ZR,2025-04,1845518,1816440,27-02-2026,27-02-2026
25GJZCI8515O1ZR,2025-05,663426,708703,27-02-2026,27-02-2026
25GJZCI8515O1ZR,2025-06,784866,757391,27-02-2026,27-02-2026
34HMTAR3399I1ZZ,2025-01,801533,793807,27-02-2026,27-02-2026
34HMTAR3399I1ZZ,2025-02,895605,917161,27-02-2026,27-02-2026
34HMTAR3399I1ZZ,2025-03,1431062,1439990,27-02-2026,27-02-2026
34HMTAR3399I1ZZ,2025-04,338797,371542,27-02-2026,27-02-2026
34HMTAR3399I1ZZ,2025-05,1406339,1436443,27-02-2026,07-02-2026
34HMTAR3399I1ZZ,2025-06,1277737,1285784,27-02-2026,27-02-2026
25XVAOH1860M1ZQ,2025-01,268602,224013,27-02-2026,27-02-2026
25XVAOH1860M1ZQ,2025-02,1123949,1101753,27-02-2026,27-02-2026
25XVAOH1860M1ZQ,2025-03,1305623,1327197,27-02-2026,27-02-2026
25XVAOH1860M1ZQ,2025-04,1866044,1911127,27-02-2026,27-02-2026
25XVAOH1860M1ZQ,2025-05,1914903,1934463,27-02-2026,27-02-2026
25XVAOH1860M1ZQ,2025-06,1989969,1975584,27-02-2026,27-02-2026
37DZXIO2158E1ZJ,2025-01,413486,396906,27-02-2026,27-02-2026
37DZXIO2158E1ZJ,2025-02,1140755,1140188,27-02-2026,28-01-2026
37DZXIO2158E1ZJ,2025-03,1930962,1977461,27-02-2026,27-02-2026
37DZXIO2158E1ZJ,2025-04,821366,779214,27-02-2026,27-02-2026
37DZXIO2158E1ZJ,2025-05,464141,423348,27-02-2026,27-02-2026
37DZXIO2158E1ZJ,2025-06,895746,937920,27-02-2026,27-02-2026
10ROEBN7181A1ZY,2025-01,634205,591559,27-02-2026,16-02-2026
10ROEBN7181A1ZY,2025-02,1342559,1382179,27-02-2026,27-02-2026
10ROEBN7181A1ZY,2025-03,1352901,1306085,27-02-2026,10-02-2026
10ROEBN7181A1ZY,2025-04,1530013,1552860,27-02-2026,27-02-2026
10ROEBN7181A1ZY,2025-05,943508,962194,27-02-2026,27-02-2026
10ROEBN7181A1ZY,2025-06,1490670,1472285,27-02-2026,27-02-2026
20LYXYH7117T1ZT,2025-01,275757,280580,27-02-2026,03-02-2026
20LYXYH7117T1ZT,2025-02,58495,46156,27-02-2026,27-02-2026
20LYXYH7117T1ZT,2025-03,709680,701627,27-02-2026,27-02-2026
20LYXYH7117T1ZT,2025-04,502694,535497,27-02-2026,03-02-2026
20LYXYH7117T1ZT,2025-05,430031,473669,27-02-2026,27-02-2026
20LYXYH7117T1ZT,2025-06,1726621,1698521,27-02-2026,23-02-2026
15PGACU1846F1ZM,2025-01,1412271,1406602,27-02-2026,27-02-2026
15PGACU1846F1ZM,2025-02,576441,589417,27-02-2026,27-02-2026
15PGACU1846F1ZM,2025-03,1525416,1508450,27-02-2026,27-02-2026
15PGACU1846F1ZM,2025-04,1761262,1725838,27-02-2026,27-02-2026
15PGACU1846F1ZM,2025-05,952843,932469,27-02-2026,27-02-2026
15PGACU1846F1ZM,2025-06,747897,782999,27-02-2026,30-01-2026
11FATAH4797C1ZF,2025-01,866691,873668,27-02-2026,27-02-2026
11FATAH4797C1ZF,2025-02,1117038,1107527,27-02-2026,27-02-2026
11FATAH4797C1ZF,2025-03,1942709,1950450,27-02-2026,27-02-2026
11FATAH4797C1ZF,2025-04,1509427,1511983,27-02-2026,27-02-2026
11FATAH4797C1ZF,2025-05,1612168,1577232,27-02-2026,16-02-2026
11FATAH4797C1ZF,2025-06,951664,940238,27-02-2026,27-02-2026
21WXLUP8739S1ZT,2025-01,301324,266639,27-02-2026,07-02-2026
21WXLUP8739S1ZT,2025-02,1081640,1118436,27-02-2026,27-02-2026
21WXLUP8739S1ZT,2025-03,729207,761930,27-02-2026,27-02-2026
